osu file format v14

[General]
AudioFilename: D-period -moonlit world line-.mp3
AudioLeadIn: 0
PreviewTime: 54620
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 1
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1.2
BeatDivisor: 4
GridSize: 16
TimelineZoom: 1.5

[Metadata]
Title:6K Starter Practice Pack
TitleUnicode:6K Starter Practice Pack
Artist:Various Artists
ArtistUnicode:Various Artists
Creator:QQwiwi2012
Version:[9] kozato - D-period -moonlit world line-
Source:
Tags:itg in the groove kyle ward bms Lagoona Always in my Uniq Amore DJ Doo Do U Love Me Cyrex Starfield Missing Heart Charlene Banzai Zodiac カラフル・サウンズ・ポート CHERRY DOLL Colorful Sounds Port Hands up! Digital Explosion Mythology 上杉うた with 星明 Canon (blazing summer mix) celas with StarL Vanilla Ninja Tough Enough The Beginning Queen of Light Smiley Fantasia Andreas Viklund Sweet Things Xacla a.k.a. fen deep blue sunrise anubasu-anubasu The Island of Albatross Nina Let My Go Blind KaW Kagami E-Rotic Touch Me Erotic Twilight white crystal sensitive Shiraishi horizon しらいし Lemmings on the Run Oasis F Rabbeat The Universe Festival MD10 Junk Qualia SHANADOO King Kong Land of imagination 梅干茶漬け Galaxy in Toybox Umeboshi Chazuke kozato D-period -moonlit world line- Nick Furry vs. 悪いケモノ-A 蝎虎天体 Warui Kemono-A Lacertid Mind Reflection Da Roots (Folk YOASOBI 夜に駆ける Yoru ni Kakeru Rochelle Mouth BeautifulDay Feel The O2Jam! in Belize Crispy Bubble Dancer Lime Daydreamer SHK 月哀月夜 Sad of the Moon Night of the
BeatmapID:3347771
BeatmapSetID:1640166

[Difficulty]
HPDrainRate:7
CircleSize:6
OverallDifficulty:7
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"D-period -moonlit world line-.png",0,0
Sample,19344,0,"08a_sy_bass_38.ogg",70
Sample,19448,0,"02_sy_bass_05.ogg",70
Sample,19448,0,"08b_sy_bass_39.ogg",70
Sample,19448,0,"08a_sy_bass_39.ogg",70
Sample,19448,0,"05_os_03.ogg",70
Sample,19448,0,"06_d50_06.ogg",70
Sample,19448,0,"10_drums_kick.ogg",70
Sample,19551,0,"08b_sy_bass_40.ogg",70
Sample,19551,0,"08a_sy_bass_40.ogg",70
Sample,19551,0,"06_d50_05.ogg",70
Sample,19655,0,"08b_sy_bass_41.ogg",70
Sample,19655,0,"05_os_04.ogg",70
Sample,19655,0,"08a_sy_bass_41.ogg",70
Sample,19655,0,"06_d50_04.ogg",70
Sample,19758,0,"06_d50_03.ogg",70
Sample,19758,0,"08b_sy_bass_42.ogg",70
Sample,19758,0,"08a_sy_bass_42.ogg",70
Sample,19758,0,"05_os_06.ogg",70
Sample,19862,0,"04a_pp_04.ogg",70
Sample,19862,0,"04b_pp_05.ogg",70
Sample,19862,0,"08b_sy_bass_43.ogg",70
Sample,19862,0,"02_sy_bass_05.ogg",70
Sample,19862,0,"08a_sy_bass_43.ogg",70
Sample,19862,0,"10_drums_roop.ogg",70
Sample,19862,0,"10_drums_kick.ogg",70
Sample,19965,0,"08b_sy_bass_44.ogg",70
Sample,19965,0,"08a_sy_bass_44.ogg",70
Sample,20068,0,"08b_sy_bass_45.ogg",70
Sample,20068,0,"06_d50_03.ogg",70
Sample,20068,0,"05_os_05.ogg",70
Sample,20068,0,"08a_sy_bass_45.ogg",70
Sample,20172,0,"08b_sy_bass_46.ogg",70
Sample,20172,0,"08a_sy_bass_46.ogg",70
Sample,20275,0,"02_sy_bass_05.ogg",70
Sample,20275,0,"08a_sy_bass_47.ogg",70
Sample,20275,0,"08b_sy_bass_47.ogg",70
Sample,20275,0,"10_drums_kick.ogg",70
Sample,20275,0,"05_os_04.ogg",70
Sample,20482,0,"08b_sy_bass_48.ogg",70
Sample,20482,0,"06_d50_03.ogg",70
Sample,20482,0,"05_os_05.ogg",70
Sample,20482,0,"08a_sy_bass_48.ogg",70
Sample,20586,0,"05_os_02.ogg",70
Sample,20586,0,"08b_sy_bass_49.ogg",70
Sample,20586,0,"08a_sy_bass_49.ogg",70
Sample,20689,0,"02_sy_bass_05.ogg",70
Sample,20689,0,"10_drums_kick.ogg",70
Sample,20793,0,"08b_sy_bass_50.ogg",70
Sample,20793,0,"08a_sy_bass_50.ogg",70
Sample,20896,0,"08a_sy_bass_51.ogg",70
Sample,20896,0,"05_os_05.ogg",70
Sample,20896,0,"06_d50_03.ogg",70
Sample,20896,0,"08b_sy_bass_51.ogg",70
Sample,21000,0,"08a_sy_bass_52.ogg",70
Sample,21000,0,"08b_sy_bass_52.ogg",70
Sample,21103,0,"08b_sy_bass_53.ogg",70
Sample,21103,0,"05_os_04.ogg",70
Sample,21103,0,"02_sy_bass_05.ogg",70
Sample,21103,0,"10_drums_kick.ogg",70
Sample,21103,0,"08a_sy_bass_53.ogg",70
Sample,21206,0,"08b_sy_bass_54.ogg",70
Sample,21206,0,"08a_sy_bass_54.ogg",70
Sample,21310,0,"06_d50_03.ogg",70
Sample,21310,0,"10_drums_kick.ogg",70
Sample,21310,0,"08a_sy_bass_55.ogg",70
Sample,21310,0,"08b_sy_bass_55.ogg",70
Sample,21310,0,"05_os_05.ogg",70
Sample,21413,0,"08a_sy_bass_56.ogg",70
Sample,21413,0,"08b_sy_bass_56.ogg",70
Sample,21413,0,"05_os_04.ogg",70
Sample,21517,0,"08a_sy_bass_57.ogg",70
Sample,21517,0,"02_sy_bass_03.ogg",70
Sample,21517,0,"04b_pp_03.ogg",70
Sample,21517,0,"04a_pp_01.ogg",70
Sample,21517,0,"10_drums_kick.ogg",70
Sample,21517,0,"10_drums_roop.ogg",70
Sample,21517,0,"08b_sy_bass_57.ogg",70
Sample,21517,0,"06_d50_02.ogg",70
Sample,21620,0,"06_d50_03.ogg",70
Sample,21620,0,"08b_sy_bass_58.ogg",70
Sample,21620,0,"08a_sy_bass_58.ogg",70
Sample,21724,0,"08a_sy_bass_59.ogg",70
Sample,21724,0,"06_d50_02.ogg",70
Sample,21724,0,"05_os_04.ogg",70
Sample,21724,0,"08b_sy_bass_59.ogg",70
Sample,21827,0,"06_d50_01.ogg",70
Sample,21827,0,"08b_sy_bass_60.ogg",70
Sample,21827,0,"08a_sy_bass_60.ogg",70
Sample,21931,0,"02_sy_bass_03.ogg",70
Sample,21931,0,"08b_sy_bass_61.ogg",70
Sample,21931,0,"06_d50_02.ogg",70
Sample,21931,0,"05_os_03.ogg",70
Sample,21931,0,"08a_sy_bass_61.ogg",70
Sample,21931,0,"10_drums_kick.ogg",70
Sample,22034,0,"06_d50_04.ogg",70
Sample,22137,0,"05_os_04.ogg",70
Sample,22137,0,"08a_sy_bass_62.ogg",70
Sample,22137,0,"08b_sy_bass_62.ogg",70
Sample,22137,0,"06_d50_02.ogg",70
Sample,22241,0,"05_os_02.ogg",70
Sample,22241,0,"08a_sy_bass_63.ogg",70
Sample,22241,0,"06_d50_01.ogg",70
Sample,22241,0,"08b_sy_bass_63.ogg",70
Sample,22344,0,"02_sy_bass_03.ogg",70
Sample,22344,0,"06_d50_02.ogg",70
Sample,22344,0,"10_drums_kick.ogg",70
Sample,22448,0,"08b_sy_bass_64.ogg",70
Sample,22448,0,"08a_sy_bass_64.ogg",70
Sample,22448,0,"06_d50_03.ogg",70
Sample,22551,0,"08a_sy_bass_65.ogg",70
Sample,22551,0,"06_d50_04.ogg",70
Sample,22551,0,"05_os_04.ogg",70
Sample,22551,0,"08b_sy_bass_65.ogg",70
Sample,22655,0,"08b_sy_bass_66.ogg",70
Sample,22655,0,"08a_sy_bass_66.ogg",70
Sample,22655,0,"06_d50_03.ogg",70
Sample,22758,0,"05_os_03.ogg",70
Sample,22758,0,"08a_sy_bass_67.ogg",70
Sample,22758,0,"02_sy_bass_03.ogg",70
Sample,22758,0,"06_d50_06.ogg",70
Sample,22758,0,"08b_sy_bass_67.ogg",70
Sample,22758,0,"10_drums_kick.ogg",70
Sample,22862,0,"06_d50_05.ogg",70
Sample,22862,0,"08a_sy_bass_68.ogg",70
Sample,22862,0,"08b_sy_bass_68.ogg",70
Sample,22965,0,"06_d50_04.ogg",70
Sample,22965,0,"05_os_04.ogg",70
Sample,22965,0,"08a_sy_bass_69.ogg",70
Sample,22965,0,"08b_sy_bass_69.ogg",70
Sample,23068,0,"05_os_06.ogg",70
Sample,23068,0,"08b_sy_bass_70.ogg",70
Sample,23068,0,"08a_sy_bass_70.ogg",70
Sample,23068,0,"06_d50_03.ogg",70
Sample,23172,0,"10_drums_roop.ogg",70
Sample,23172,0,"02_sy_bass_04.ogg",70
Sample,23172,0,"08a_sy_bass_71.ogg",70
Sample,23172,0,"10_drums_kick.ogg",70
Sample,23172,0,"04a_pp_02.ogg",70
Sample,23172,0,"04b_pp_04.ogg",70
Sample,23172,0,"08b_sy_bass_71.ogg",70
Sample,23275,0,"08b_sy_bass_72.ogg",70
Sample,23275,0,"08a_sy_bass_72.ogg",70
Sample,23379,0,"08a_sy_bass_73.ogg",70
Sample,23379,0,"08b_sy_bass_73.ogg",70
Sample,23379,0,"05_os_05.ogg",70
Sample,23379,0,"06_d50_03.ogg",70
Sample,23482,0,"08a_sy_bass_74.ogg",70
Sample,23482,0,"08b_sy_bass_74.ogg",70
Sample,23586,0,"08a_sy_bass_75.ogg",70
Sample,23586,0,"10_drums_kick.ogg",70
Sample,23586,0,"02_sy_bass_04.ogg",70
Sample,23586,0,"08b_sy_bass_75.ogg",70
Sample,23586,0,"05_os_04.ogg",70
Sample,23793,0,"05_os_05.ogg",70
Sample,23793,0,"06_d50_03.ogg",70
Sample,23793,0,"08b_sy_bass_76.ogg",70
Sample,23793,0,"08a_sy_bass_76.ogg",70
Sample,23896,0,"08b_sy_bass_77.ogg",70
Sample,23896,0,"05_os_02.ogg",70
Sample,23896,0,"08a_sy_bass_77.ogg",70
Sample,24000,0,"02_sy_bass_04.ogg",70
Sample,24000,0,"10_drums_kick.ogg",70
Sample,24103,0,"08a_sy_bass_78.ogg",70
Sample,24103,0,"08b_sy_bass_78.ogg",70
Sample,24206,0,"06_d50_03.ogg",70
Sample,24206,0,"08a_sy_bass_79.ogg",70
Sample,24206,0,"08b_sy_bass_79.ogg",70
Sample,24206,0,"05_os_05.ogg",70
Sample,24310,0,"08a_sy_bass_80.ogg",70
Sample,24310,0,"08b_sy_bass_80.ogg",70
Sample,24413,0,"05_os_04.ogg",70
Sample,24413,0,"10_drums_kick.ogg",70
Sample,24413,0,"08a_sy_bass_81.ogg",70
Sample,24413,0,"08b_sy_bass_81.ogg",70
Sample,24413,0,"02_sy_bass_04.ogg",70
Sample,24517,0,"08a_sy_bass_82.ogg",70
Sample,24517,0,"08b_sy_bass_82.ogg",70
Sample,24620,0,"06_d50_03.ogg",70
Sample,24620,0,"08a_sy_bass_83.ogg",70
Sample,24620,0,"05_os_05.ogg",70
Sample,24620,0,"08b_sy_bass_83.ogg",70
Sample,24724,0,"05_os_04.ogg",70
Sample,24724,0,"08a_sy_bass_84.ogg",70
Sample,24724,0,"08b_sy_bass_84.ogg",70
Sample,24827,0,"08b_sy_bass_85.ogg",70
Sample,24827,0,"04b_pp_05.ogg",70
Sample,24827,0,"02_sy_bass_05.ogg",70
Sample,24827,0,"10_drums_roop.ogg",70
Sample,24827,0,"06_d50_02.ogg",70
Sample,24827,0,"10_drums_kick.ogg",70
Sample,24827,0,"08a_sy_bass_85.ogg",70
Sample,24827,0,"04a_pp_03.ogg",70
Sample,24931,0,"06_d50_03.ogg",70
Sample,24931,0,"08a_sy_bass_86.ogg",70
Sample,24931,0,"08b_sy_bass_86.ogg",70
Sample,25034,0,"08b_sy_bass_87.ogg",70
Sample,25034,0,"06_d50_02.ogg",70
Sample,25034,0,"08a_sy_bass_87.ogg",70
Sample,25034,0,"05_os_04.ogg",70
Sample,25137,0,"08a_sy_bass_88.ogg",70
Sample,25137,0,"08b_sy_bass_88.ogg",70
Sample,25137,0,"06_d50_01.ogg",70
Sample,25241,0,"10_drums_kick.ogg",70
Sample,25241,0,"08b_sy_bass_89.ogg",70
Sample,25241,0,"02_sy_bass_05.ogg",70
Sample,25241,0,"08a_sy_bass_89.ogg",70
Sample,25241,0,"06_d50_02.ogg",70
Sample,25241,0,"05_os_03.ogg",70
Sample,25344,0,"06_d50_04.ogg",70
Sample,25448,0,"05_os_04.ogg",70
Sample,25448,0,"08a_sy_bass_90.ogg",70
Sample,25448,0,"06_d50_02.ogg",70
Sample,25448,0,"08b_sy_bass_90.ogg",70
Sample,25551,0,"06_d50_01.ogg",70
Sample,25551,0,"08a_sy_bass_91.ogg",70
Sample,25551,0,"08b_sy_bass_91.ogg",70
Sample,25551,0,"05_os_02.ogg",70
Sample,25655,0,"06_d50_02.ogg",70
Sample,25655,0,"02_sy_bass_05.ogg",70
Sample,25655,0,"10_drums_kick.ogg",70
Sample,25758,0,"06_d50_03.ogg",70
Sample,25758,0,"08b_sy_bass_92.ogg",70
Sample,25758,0,"08a_sy_bass_92.ogg",70
Sample,25862,0,"06_d50_04.ogg",70
Sample,25862,0,"05_os_04.ogg",70
Sample,25862,0,"08a_sy_bass_93.ogg",70
Sample,25862,0,"10_drums_kick.ogg",70
Sample,25862,0,"08b_sy_bass_93.ogg",70
Sample,25965,0,"08b_sy_bass_94.ogg",70
Sample,25965,0,"06_d50_03.ogg",70
Sample,25965,0,"08a_sy_bass_94.ogg",70
Sample,26068,0,"05_os_03.ogg",70
Sample,26068,0,"06_d50_06.ogg",70
Sample,26068,0,"02_sy_bass_05.ogg",70
Sample,26068,0,"08b_sy_bass_95.ogg",70
Sample,26068,0,"08a_sy_bass_95.ogg",70
Sample,26068,0,"10_drums_kick.ogg",70
Sample,26172,0,"08b_sy_bass_96.ogg",70
Sample,26172,0,"06_d50_05.ogg",70
Sample,26172,0,"08a_sy_bass_96.ogg",70
Sample,26275,0,"05_os_04.ogg",70
Sample,26275,0,"06_d50_04.ogg",70
Sample,26275,0,"08b_sy_bass_97.ogg",70
Sample,26275,0,"10_drums_kick.ogg",70
Sample,26275,0,"08a_sy_bass_97.ogg",70
Sample,26379,0,"08a_sy_bass_98.ogg",70
Sample,26379,0,"08b_sy_bass_98.ogg",70
Sample,26379,0,"05_os_06.ogg",70
Sample,26379,0,"06_d50_03.ogg",70
Sample,26379,0,"10_drums_kick.ogg",70
Sample,26482,0,"08b_sy_bass_99.ogg",70
Sample,26482,0,"04b_pp_05.ogg",70
Sample,26482,0,"04a_pp_04.ogg",70
Sample,26482,0,"08a_sy_bass_99.ogg",70
Sample,26482,0,"03_fp_05.ogg",70
Sample,26482,0,"10_drums_roop.ogg",70
Sample,26586,0,"08a_sy_bass_100.ogg",70
Sample,26586,0,"08b_sy_bass_100.ogg",70
Sample,26689,0,"06_d50_03.ogg",70
Sample,26689,0,"08a_sy_bass_101.ogg",70
Sample,26689,0,"05_os_05.ogg",70
Sample,26689,0,"08b_sy_bass_101.ogg",70
Sample,26793,0,"08a_sy_bass_102.ogg",70
Sample,26793,0,"08b_sy_bass_102.ogg",70
Sample,26793,0,"03_fp_04.ogg",70
Sample,26896,0,"08a_sy_bass_103.ogg",70
Sample,26896,0,"05_os_04.ogg",70
Sample,26896,0,"08b_sy_bass_103.ogg",70
Sample,27103,0,"03_fp_06.ogg",70
Sample,27103,0,"06_d50_03.ogg",70
Sample,27103,0,"05_os_05.ogg",70
Sample,27103,0,"08a_sy_bass_104.ogg",70
Sample,27103,0,"08b_sy_bass_104.ogg",70
Sample,27103,0,"07_sw_05.ogg",70
Sample,27206,0,"08b_sy_bass_105.ogg",70
Sample,27206,0,"05_os_02.ogg",70
Sample,27206,0,"08a_sy_bass_105.ogg",70
Sample,27310,0,"07_sw_06.ogg",70
Sample,27413,0,"08a_sy_bass_106.ogg",70
Sample,27413,0,"08b_sy_bass_106.ogg",70
Sample,27517,0,"07_sw_02.ogg",70
Sample,27517,0,"06_d50_03.ogg",70
Sample,27517,0,"05_os_05.ogg",70
Sample,27517,0,"08b_sy_bass_107.ogg",70
Sample,27517,0,"08a_sy_bass_107.ogg",70
Sample,27620,0,"08a_sy_bass_108.ogg",70
Sample,27620,0,"08b_sy_bass_108.ogg",70
Sample,27724,0,"08a_sy_bass_109.ogg",70
Sample,27724,0,"07_sw_03.ogg",70
Sample,27724,0,"08b_sy_bass_109.ogg",70
Sample,27724,0,"05_os_04.ogg",70
Sample,27827,0,"08b_sy_bass_110.ogg",70
Sample,27827,0,"08a_sy_bass_110.ogg",70
Sample,27931,0,"05_os_05.ogg",70
Sample,27931,0,"08a_sy_bass_111.ogg",70
Sample,27931,0,"08b_sy_bass_111.ogg",70
Sample,27931,0,"06_d50_03.ogg",70
Sample,28034,0,"08b_sy_bass_112.ogg",70
Sample,28034,0,"05_os_04.ogg",70
Sample,28034,0,"08a_sy_bass_112.ogg",70
Sample,28137,0,"02_sy_bass_03.ogg",70
Sample,28137,0,"10_drums_kick.ogg",70
Sample,28137,0,"12_ws.ogg",70
Sample,28551,0,"10_drums_kick.ogg",70
Sample,28551,0,"02_sy_bass_03.ogg",70
Sample,28965,0,"10_drums_kick.ogg",70
Sample,28965,0,"02_sy_bass_03.ogg",70
Sample,29379,0,"10_drums_kick.ogg",70
Sample,29379,0,"02_sy_bass_03.ogg",70
Sample,29793,0,"02_sy_bass_04.ogg",70
Sample,29793,0,"10_drums_kick.ogg",70
Sample,30206,0,"10_drums_kick.ogg",70
Sample,30206,0,"02_sy_bass_04.ogg",70
Sample,30620,0,"02_sy_bass_04.ogg",70
Sample,30620,0,"10_drums_kick.ogg",70
Sample,31034,0,"10_drums_kick.ogg",70
Sample,31034,0,"02_sy_bass_04.ogg",70
Sample,31448,0,"02_sy_bass_05.ogg",70
Sample,31448,0,"10_drums_kick.ogg",70
Sample,31862,0,"10_drums_kick.ogg",70
Sample,31862,0,"02_sy_bass_05.ogg",70
Sample,32275,0,"02_sy_bass_05.ogg",70
Sample,32275,0,"10_drums_kick.ogg",70
Sample,32689,0,"10_drums_kick.ogg",70
Sample,32689,0,"02_sy_bass_05.ogg",70
Sample,33103,0,"02_sy_bass_05.ogg",70
Sample,33103,0,"10_drums_kick.ogg",70
Sample,33517,0,"10_drums_kick.ogg",70
Sample,33517,0,"02_sy_bass_05.ogg",70
Sample,33931,0,"02_sy_bass_05.ogg",70
Sample,33931,0,"10_drums_kick.ogg",70
Sample,34344,0,"10_drums_kick.ogg",70
Sample,34344,0,"02_sy_bass_05.ogg",70
Sample,34758,0,"02_sy_bass_03.ogg",70
Sample,34758,0,"10_drums_kick.ogg",70
Sample,35172,0,"10_drums_kick.ogg",70
Sample,35172,0,"02_sy_bass_03.ogg",70
Sample,35586,0,"02_sy_bass_03.ogg",70
Sample,35586,0,"10_drums_kick.ogg",70
Sample,36000,0,"10_drums_kick.ogg",70
Sample,36000,0,"02_sy_bass_03.ogg",70
Sample,36413,0,"02_sy_bass_04.ogg",70
Sample,36413,0,"10_drums_kick.ogg",70
Sample,36827,0,"10_drums_kick.ogg",70
Sample,36827,0,"02_sy_bass_04.ogg",70
Sample,37241,0,"02_sy_bass_04.ogg",70
Sample,37241,0,"10_drums_kick.ogg",70
Sample,37655,0,"10_drums_kick.ogg",70
Sample,37655,0,"02_sy_bass_04.ogg",70
Sample,38068,0,"02_sy_bass_05.ogg",70
Sample,38068,0,"10_drums_kick.ogg",70
Sample,38482,0,"10_drums_kick.ogg",70
Sample,38482,0,"02_sy_bass_05.ogg",70
Sample,38896,0,"02_sy_bass_05.ogg",70
Sample,38896,0,"10_drums_kick.ogg",70
Sample,39310,0,"10_drums_kick.ogg",70
Sample,39310,0,"02_sy_bass_05.ogg",70
Sample,39724,0,"10_drums_kick.ogg",70
Sample,39724,0,"02_sy_bass_05.ogg",70
Sample,40137,0,"02_sy_bass_05.ogg",70
Sample,40137,0,"10_drums_kick.ogg",70
Sample,40551,0,"10_drums_kick.ogg",70
Sample,40551,0,"02_sy_bass_05.ogg",70
Sample,40965,0,"02_sy_bass_05.ogg",70
Sample,40965,0,"10_drums_kick.ogg",70
Sample,41172,0,"10_drums_kick.ogg",70
Sample,41379,0,"02_sy_bass_03.ogg",70
Sample,41379,0,"10_drums_kick.ogg",70
Sample,41379,0,"04a_pp_01.ogg",70
Sample,41379,0,"04b_pp_03.ogg",70
Sample,41379,0,"10_drums_roop.ogg",70
Sample,41793,0,"02_sy_bass_03.ogg",70
Sample,41793,0,"10_drums_kick.ogg",70
Sample,42206,0,"10_drums_kick.ogg",70
Sample,42206,0,"02_sy_bass_03.ogg",70
Sample,42620,0,"02_sy_bass_03.ogg",70
Sample,42620,0,"10_drums_kick.ogg",70
Sample,43034,0,"10_drums_kick.ogg",70
Sample,43034,0,"02_sy_bass_04.ogg",70
Sample,43034,0,"04a_pp_02.ogg",70
Sample,43034,0,"10_drums_roop.ogg",70
Sample,43034,0,"04b_pp_04.ogg",70
Sample,43448,0,"10_drums_kick.ogg",70
Sample,43448,0,"02_sy_bass_04.ogg",70
Sample,43862,0,"10_drums_kick.ogg",70
Sample,43862,0,"02_sy_bass_04.ogg",70
Sample,44275,0,"02_sy_bass_04.ogg",70
Sample,44275,0,"10_drums_kick.ogg",70
Sample,44689,0,"02_sy_bass_05.ogg",70
Sample,44689,0,"10_drums_kick.ogg",70
Sample,44689,0,"04a_pp_03.ogg",70
Sample,44689,0,"04b_pp_05.ogg",70
Sample,44689,0,"10_drums_roop.ogg",70
Sample,45103,0,"10_drums_kick.ogg",70
Sample,45103,0,"02_sy_bass_05.ogg",70
Sample,45517,0,"10_drums_kick.ogg",70
Sample,45517,0,"02_sy_bass_05.ogg",70
Sample,45931,0,"02_sy_bass_05.ogg",70
Sample,45931,0,"10_drums_kick.ogg",70
Sample,46344,0,"10_drums_kick.ogg",70
Sample,46344,0,"02_sy_bass_05.ogg",70
Sample,46344,0,"04a_pp_04.ogg",70
Sample,46344,0,"10_drums_roop.ogg",70
Sample,46344,0,"04b_pp_05.ogg",70
Sample,46758,0,"10_drums_kick.ogg",70
Sample,46758,0,"02_sy_bass_05.ogg",70
Sample,47172,0,"10_drums_kick.ogg",70
Sample,47172,0,"02_sy_bass_05.ogg",70
Sample,47586,0,"02_sy_bass_05.ogg",70
Sample,47586,0,"10_drums_kick.ogg",70
Sample,48000,0,"02_sy_bass_03.ogg",70
Sample,48000,0,"10_drums_kick.ogg",70
Sample,48000,0,"04a_pp_01.ogg",70
Sample,48000,0,"04b_pp_03.ogg",70
Sample,48000,0,"10_drums_roop.ogg",70
Sample,48413,0,"10_drums_kick.ogg",70
Sample,48413,0,"02_sy_bass_03.ogg",70
Sample,48827,0,"10_drums_kick.ogg",70
Sample,48827,0,"02_sy_bass_03.ogg",70
Sample,49241,0,"02_sy_bass_03.ogg",70
Sample,49241,0,"10_drums_kick.ogg",70
Sample,49655,0,"10_drums_kick.ogg",70
Sample,49655,0,"02_sy_bass_04.ogg",70
Sample,49655,0,"04a_pp_02.ogg",70
Sample,49655,0,"10_drums_roop.ogg",70
Sample,49655,0,"04b_pp_04.ogg",70
Sample,50068,0,"10_drums_kick.ogg",70
Sample,50068,0,"02_sy_bass_04.ogg",70
Sample,50482,0,"10_drums_kick.ogg",70
Sample,50482,0,"02_sy_bass_04.ogg",70
Sample,50896,0,"02_sy_bass_04.ogg",70
Sample,50896,0,"10_drums_kick.ogg",70
Sample,51310,0,"02_sy_bass_05.ogg",70
Sample,51310,0,"10_drums_kick.ogg",70
Sample,51310,0,"04a_pp_03.ogg",70
Sample,51310,0,"04b_pp_05.ogg",70
Sample,51310,0,"10_drums_roop.ogg",70
Sample,51724,0,"10_drums_kick.ogg",70
Sample,51724,0,"02_sy_bass_05.ogg",70
Sample,52137,0,"10_drums_kick.ogg",70
Sample,52137,0,"02_sy_bass_05.ogg",70
Sample,52551,0,"02_sy_bass_05.ogg",70
Sample,52551,0,"10_drums_kick.ogg",70
Sample,52965,0,"04a_pp_04.ogg",70
Sample,52965,0,"10_drums_roop.ogg",70
Sample,52965,0,"04b_pp_05.ogg",70
Sample,52965,0,"10_drums_kick.ogg",70
Sample,52965,0,"02_sy_bass_05.ogg",70
Sample,53379,0,"10_drums_kick.ogg",70
Sample,53379,0,"02_sy_bass_05.ogg",70
Sample,53793,0,"02_sy_bass_05.ogg",70
Sample,53793,0,"10_drums_rccmb.ogg",70
Sample,53793,0,"10_drums_kick.ogg",70
Sample,54103,0,"03_fp_04.ogg",70
Sample,54206,0,"10_drums_kick.ogg",70
Sample,54206,0,"02_sy_bass_05.ogg",70
Sample,54413,0,"03_fp_03.ogg",70
Sample,54413,0,"10_drums_kick.ogg",70
Sample,54620,0,"04b_pp_03.ogg",70
Sample,54620,0,"02_sy_bass_03.ogg",70
Sample,54620,0,"03_fp_05.ogg",70
Sample,54620,0,"12_ws.ogg",70
Sample,54620,0,"08a_sy_bass_01.ogg",70
Sample,54620,0,"08b_sy_bass_01.ogg",70
Sample,54620,0,"05_os_04.ogg",70
Sample,54620,0,"04a_pp_01.ogg",70
Sample,54620,0,"10_drums_roop.ogg",70
Sample,54724,0,"08b_sy_bass_02.ogg",70
Sample,54724,0,"08a_sy_bass_02.ogg",70
Sample,54827,0,"08a_sy_bass_03.ogg",70
Sample,54827,0,"08b_sy_bass_03.ogg",70
Sample,54931,0,"03_fp_04.ogg",70
Sample,54931,0,"05_os_04.ogg",70
Sample,54931,0,"08a_sy_bass_04.ogg",70
Sample,54931,0,"08b_sy_bass_04.ogg",70
Sample,55034,0,"10_drums_sd.ogg",70
Sample,55034,0,"02_sy_bass_03.ogg",70
Sample,55034,0,"08a_sy_bass_05.ogg",70
Sample,55034,0,"08b_sy_bass_05.ogg",70
Sample,55241,0,"05_os_04.ogg",70
Sample,55241,0,"03_fp_03.ogg",70
Sample,55241,0,"08a_sy_bass_06.ogg",70
Sample,55241,0,"08b_sy_bass_06.ogg",70
Sample,55344,0,"08a_sy_bass_07.ogg",70
Sample,55344,0,"08b_sy_bass_07.ogg",70
Sample,55448,0,"02_sy_bass_03.ogg",70
Sample,55448,0,"05_os_04.ogg",70
Sample,55448,0,"03_fp_01.ogg",70
Sample,55551,0,"08b_sy_bass_08.ogg",70
Sample,55551,0,"08a_sy_bass_08.ogg",70
Sample,55655,0,"08b_sy_bass_09.ogg",70
Sample,55655,0,"08a_sy_bass_09.ogg",70
Sample,55758,0,"03_fp_02.ogg",70
Sample,55758,0,"08b_sy_bass_10.ogg",70
Sample,55758,0,"08a_sy_bass_10.ogg",70
Sample,55758,0,"05_os_04.ogg",70
Sample,55862,0,"10_drums_sd.ogg",70
Sample,55862,0,"08b_sy_bass_11.ogg",70
Sample,55862,0,"08a_sy_bass_11.ogg",70
Sample,55862,0,"02_sy_bass_03.ogg",70
Sample,55965,0,"08b_sy_bass_12.ogg",70
Sample,55965,0,"08a_sy_bass_12.ogg",70
Sample,56068,0,"03_fp_03.ogg",70
Sample,56068,0,"05_os_04.ogg",70
Sample,56068,0,"08a_sy_bass_13.ogg",70
Sample,56068,0,"08b_sy_bass_13.ogg",70
Sample,56172,0,"08a_sy_bass_14.ogg",70
Sample,56172,0,"08b_sy_bass_14.ogg",70
Sample,56275,0,"05_os_02.ogg",70
Sample,56275,0,"04b_pp_03.ogg",70
Sample,56275,0,"02_sy_bass_03.ogg",70
Sample,56275,0,"04a_pp_01.ogg",70
Sample,56275,0,"08b_sy_bass_15.ogg",70
Sample,56275,0,"10_drums_roop.ogg",70
Sample,56275,0,"08a_sy_bass_15.ogg",70
Sample,56275,0,"03_fp_05.ogg",70
Sample,56379,0,"08a_sy_bass_16.ogg",70
Sample,56379,0,"08b_sy_bass_16.ogg",70
Sample,56482,0,"08b_sy_bass_17.ogg",70
